DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
221607777;04/29/2022 12:00:00 AM;Foothill   ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
221604324;01/10/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221613054;10/05/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221610296;07/09/2022 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
221606499;03/20/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
231610483;07/26/2023 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
221613338;10/14/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221614119;11/08/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614791;12/02/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221613801;10/30/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221613106;10/06/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221610960;07/31/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221611304;08/11/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221610079;07/03/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221609975;06/29/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221609157;06/03/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221610074;07/03/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221614916;12/06/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221614459;11/21/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221614905;12/05/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221604206;01/05/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221605329;02/12/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221609949;06/20/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221608446;05/17/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221606599;03/23/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221614771;12/01/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221604159;01/04/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221606036;03/05/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221612504;09/02/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221604123;01/03/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221614882;12/05/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221611686;08/22/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221608694;05/23/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221610486;07/16/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
221600863;11/18/2022 12:00:00 AM;Foothill   ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
221612025;09/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221609478;06/15/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221613944;11/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221612134;09/07/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221608225;05/11/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221613536;10/22/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
221614892;12/05/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221607084;04/07/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221604923;01/31/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221612131;09/05/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221604781;01/26/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221609724;06/21/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221607287;04/14/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221610558;07/18/2022 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
221615526;12/20/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221612892;09/30/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221613913;11/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221609052;06/02/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221610021;07/01/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221610624;07/20/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221614074;11/07/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221607075;04/06/2022 12:00:00 AM;Foothill   ;EXTORTION                                               
221609406;06/11/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221610413;07/13/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221613729;10/28/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221613396;10/17/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221608193;05/10/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221614096;11/07/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221612228;09/09/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221614404;11/18/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231606661;03/27/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221604601;01/21/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231604757;01/25/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608961;06/01/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221607895;05/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221610248;07/08/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221607158;04/08/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221604228;01/07/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221604959;02/01/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221604429;01/15/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221605658;02/22/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221612563;09/20/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221606782;03/28/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221609796;06/24/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221611719;08/24/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221614584;11/26/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221612825;09/28/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221614429;11/20/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221611744;08/24/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221609570;06/17/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606734;03/27/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221613481;10/20/2022 12:00:00 AM;Foothill   ;BUNCO, GRAND THEFT                                      
221607917;05/03/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221614813;12/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221600818;09/29/2022 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
221615185;12/15/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614870;12/05/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221608518;05/18/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221607099;04/07/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221604587;01/21/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221610890;07/28/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221612635;09/22/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221611339;08/11/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221612719;09/25/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221608017;05/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221611855;08/29/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221615078;12/12/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221610027;07/01/2022 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
221600644;05/06/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221607933;05/04/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221612460;09/16/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221604679;01/24/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221605198;02/08/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221604287;01/09/2022 12:00:00 AM;Foothill   ;BATTERY WITH SEXUAL CONTACT                             
221607539;04/22/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221612519;09/19/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221600906;12/21/2022 12:00:00 AM;Foothill   ;DISCHARGE FIREARMS/SHOTS FIRED                          
221605380;02/12/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221611388;08/12/2022 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
221604558;01/19/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221606574;03/22/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608839;05/28/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221610972;07/31/2022 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
221606899;04/01/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221615208;12/16/2022 12:00:00 AM;Foothill   ;EXTORTION                                               
221608660;05/23/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221609441;06/13/2022 12:00:00 AM;Foothill   ;VEHICLE - ATTEMPT STOLEN                                
221600544;02/14/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221608965;06/02/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221615087;12/12/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605864;02/28/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221610130;07/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221611245;08/08/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606952;04/02/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221610009;07/01/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221607571;04/24/2022 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231606240;03/14/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221612546;09/18/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221614049;11/06/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605075;02/03/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221611129;08/05/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221612290;09/09/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
241606068;03/05/2024 12:00:00 AM;Foothill   ;PEEPING TOM                                             
221605788;02/25/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221612833;09/29/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221606488;03/18/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221605446;02/15/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221612439;09/16/2022 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
221613422;10/18/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221612213;09/08/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221605097;02/04/2022 12:00:00 AM;Foothill   ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
221614390;11/18/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608993;06/01/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221604114;01/04/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221612334;09/12/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221610462;07/15/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221608551;05/19/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606338;03/15/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221600788;09/10/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221613969;11/04/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221610285;07/07/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221607263;04/13/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221614379;11/18/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221609681;06/19/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221607547;04/18/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605607;02/20/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221610950;07/31/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
241607172;04/11/2024 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608093;05/08/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221606042;03/06/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221608843;05/28/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221615571;12/28/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221614649;11/28/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221615242;12/17/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221600720;07/06/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221610314;07/11/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221604839;01/28/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221613829;11/01/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221611845;08/28/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221607160;04/09/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605400;02/14/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221614071;11/07/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605257;02/10/2022 12:00:00 AM;Foothill   ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
221613488;10/20/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221606402;03/15/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221600859;11/12/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221600914;12/26/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221607356;04/16/2022 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
221605735;02/24/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221605281;02/09/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614821;12/03/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221607070;04/06/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221609386;06/10/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221614439;11/20/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221614911;12/05/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221605126;02/06/2022 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
221605067;02/02/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221612408;09/15/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221613873;11/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221607574;04/23/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221611623;08/20/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221608125;05/08/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608185;05/09/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221614337;11/16/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221605977;03/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221615582;12/28/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221609775;06/24/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221607036;04/05/2022 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
221608294;05/12/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221613249;10/11/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231605856;02/28/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614061;11/07/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605516;02/17/2022 12:00:00 AM;Foothill   ;ARSON                                                   
221607553;04/22/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221609316;06/09/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221605672;02/22/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221608771;05/26/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221614755;12/01/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221606763;03/28/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221611861;08/28/2022 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
221613665;10/26/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606487;03/19/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221604180;01/05/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221612114;09/06/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608426;05/16/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221609427;06/13/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221613005;10/03/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221606780;03/28/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221609037;06/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606962;04/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614357;11/17/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
221608589;05/20/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221608234;05/11/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221610061;07/02/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221609011;06/02/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
221610163;07/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606832;03/30/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605451;02/15/2022 12:00:00 AM;Foothill   ;BATTERY POLICE (SIMPLE)                                 
221604653;01/23/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
231607828;05/01/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221604488;01/17/2022 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
221615506;12/26/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221604756;01/26/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221610033;07/01/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221610786;07/25/2022 12:00:00 AM;Foothill   ;TRESPASSING                                             
221614477;11/22/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221610999;08/01/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221604498;01/17/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221610782;07/26/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221600893;12/13/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221614124;11/08/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221609535;06/16/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221609276;06/08/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221604231;01/07/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221612628;09/21/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231608143;05/11/2023 12:00:00 AM;Foothill   ;CHILD ANNOYING (17YRS & UNDER)                          
221610387;07/13/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221610962;07/29/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221610530;07/15/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221605485;02/16/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
241607996;05/06/2024 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221615029;12/10/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221614629;11/27/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221609753;06/23/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608674;05/23/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221610329;07/10/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221613363;10/16/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221613399;10/17/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221614787;12/02/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221612003;09/02/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221615385;12/21/2022 12:00:00 AM;Foothill   ;TRESPASSING                                             
221614954;12/07/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221615572;12/28/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221612514;09/17/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221606754;03/28/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221614275;11/14/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221611068;08/02/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221605478;02/13/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221608238;05/11/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605830;02/27/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
